,Open,High,Low,Close,Volume,RSI,MFI,EMA,SO,CloseNext
2098,1152.475708,1177.042847,1139.548218,1169.16748,10442920,58.44936937,33.40320835,1214.931011,78.9960146,1173.229004
2099,1164.660156,1186.998413,1151.187866,1173.229004,10968377,51.23268195,40.65995879,1209.370744,61.54928803,1132.613892
2100,1156.04187,1156.04187,1117.408081,1132.613892,14029195,47.7194182,34.27258094,1199.136497,39.35883939,1117.705322
2101,1124.094727,1138.805298,1111.464478,1117.705322,13414874,47.23605996,32.31421655,1188.279007,22.82610685,1098.982788
2102,1115.922119,1127.859009,1092.741943,1098.982788,11698729,47.37140724,31.18364205,1176.372844,17.77154356,1141.529419
2103,1097.942627,1147.126343,1085.015137,1141.529419,14398134,55.01396573,39.04913391,1171.727054,90.98886847,1151.187866
2104,1150.940186,1164.462036,1141.479858,1151.187866,10139155,48.3342332,37.24942145,1168.988496,42.24146307,1262.780151
2105,1221.570679,1290.566772,1214.487915,1262.780151,48377712,64.43624724,51.03678808,1181.49405,63.47655058,1276.15332
2106,1291.755493,1292.201172,1268.327515,1276.15332,14624460,61.01300359,56.90133161,1194.115286,32.78008699,1265.999634
2107,1279.075684,1279.670044,1261.046509,1265.999634,10142736,63.57583861,56.78311647,1203.699866,26.59605145,1280.462524
2108,1269.020996,1284.623047,1267.980835,1280.462524,7530571,61.4435115,61.37836608,1213.934887,75.00018477,1263.968872
2109,1277.688843,1280.462524,1260.650269,1263.968872,6908329,59.07568045,61.64751707,1220.606085,16.75025523,1259.015747
2110,1263.671631,1266.643433,1254.607544,1259.015747,4927825,63.51898047,63.05999382,1225.727373,36.62548959,1235.042969
2111,1259.015747,1259.065308,1227.266724,1235.042969,6475744,61.74838367,64.008278,1226.969453,24.45469052,1263.869751
2112,1227.365845,1271.943237,1214.983154,1263.869751,9833599,63.36314746,64.03435524,1231.889492,85.82606316,1254.904785
2113,1281.849365,1281.849365,1247.177979,1254.904785,8861952,67.9282725,63.76319301,1234.958198,22.28583097,1262.87915
2114,1272.933838,1272.933838,1249.3573,1262.87915,13107475,69.94239292,71.07542814,1238.680992,57.35299587,1251.437622
2115,1261.789551,1268.971436,1244.255737,1251.437622,5355931,70.69282776,73.86452086,1240.381876,29.05798852,1230.089966
2116,1244.651978,1248.41626,1223.700562,1230.089966,8717834,70.12315627,74.63242575,1239.009621,25.85160434,1236.826172
2117,1233.80481,1242.621216,1209.53479,1236.826172,11415309,66.4332208,67.62685461,1238.718495,82.48513341,1195.071899
2118,1230.585327,1231.328247,1188.732056,1195.071899,8644177,63.68965562,62.39398751,1232.898949,14.88359272,1189.871216
2119,1189.276855,1193.932739,1174.912964,1189.871216,15206140,47.10175166,41.62180017,1227.161917,78.64578366,1187.345215
2120,1195.46814,1201.808105,1182.094971,1187.345215,10612413,49.69025296,39.38063954,1221.853024,26.63322687,1211.020752
2121,1191.703857,1217.459717,1184.026611,1211.020752,10700713,51.82636587,47.52566532,1220.408721,80.74074984,1210.723511
2122,1209.18811,1221.422119,1201.758545,1210.723511,5421667,55.09539991,46.49207864,1219.11736,45.5917418,1222.80896
2123,1211.020752,1228.356445,1211.020752,1222.80896,5597024,54.23236335,51.53944741,1219.609573,67.99963117,1198.984863
2124,1223.40332,1228.802124,1194.37854,1198.984863,5482620,50.60407586,51.40178,1216.859612,13.38130087,1214.091675
2125,1200.619385,1216.964355,1195.567261,1214.091675,5975368,52.17988863,56.40333673,1216.490553,86.57443523,1199.381104
2126,1177.835327,1207.65271,1174.962524,1199.381104,9482774,47.57646907,48.66386216,1214.209293,74.69697595,1186.205933
2127,1199.628662,1199.628662,1182.293091,1186.205933,7218213,46.78260393,42.01674085,1210.475512,22.57117331,1194.37854
2128,1193.635498,1204.878906,1185.958252,1194.37854,6891996,46.85775925,38.59990577,1208.329249,44.50315535,1167.97876
2129,1196.508301,1198.340942,1161.638794,1167.97876,6353109,44.2388401,38.39547567,1202.949184,17.27409959,1242.571655
2130,1176.795166,1257.975708,1163.273315,1242.571655,22228398,59.40677026,51.59324242,1208.23218,83.73425007,1227.563965
2131,1262.185791,1268.971436,1223.40332,1227.563965,9973401,62.73283858,60.05432468,1210.809751,9.130604565,1266.692993
2132,1231.922607,1286.604248,1231.080566,1266.692993,16133561,69.48899576,68.70555693,1218.26085,64.13916945,1267.535034
2133,1271.943237,1282.839966,1256.935547,1267.535034,8395729,64.40647032,78.60353653,1224.830741,40.91767967,1284.623047
2134,1279.868164,1286.604248,1271.447998,1284.623047,8468733,60.49019395,78.36035446,1232.803049,86.928159,1296.758057
2135,1280.363403,1302.6521,1271.943237,1296.758057,8795570,58.98885346,78.14681643,1241.330383,80.80670238,1319.740234
2136,1297.699097,1323.207275,1293.290894,1319.740234,11659226,54.66846857,79.30799916,1251.78503,88.41089606,1292.646973
2137,1324.445557,1329.398682,1281.155884,1292.646973,8270254,54.24854821,73.39516843,1257.233289,23.81928414,1298.739258
2138,1273.924438,1302.35498,1269.268555,1298.739258,6241716,53.06317333,72.77531474,1262.767418,89.07188773,1295.816895
2139,1307.506104,1316.124512,1291.606812,1295.816895,6918922,57.75608851,73.05785817,1267.174015,17.17160642,1297.798218
2140,1295.816895,1308.397705,1289.477051,1297.798218,4643419,54.58383694,75.38504092,1271.257242,43.97927821,1312.310547
2141,1296.411377,1317.461792,1280.363403,1312.310547,8117158,52.52202933,80.78271664,1276.731016,86.11463904,1349.953735
2142,1312.558228,1356.145142,1308.595825,1349.953735,16155443,55.97211583,82.19949354,1286.494045,86.97897792,1339.899048
2143,1350.894897,1352.776978,1323.999756,1339.899048,7659571,62.24361458,86.52182649,1293.614712,55.2495718,1345.248413
2144,1352.133179,1352.133179,1338.165527,1345.248413,6181455,53.39478239,84.98804045,1300.499206,50.70921183,1351.340698
2145,1349.706177,1357.135742,1341.58313,1351.340698,4463991,52.72267009,84.38996096,1307.278071,62.73909807,1359.463623
2146,1357.036621,1366.695068,1350.894897,1359.463623,8954786,47.482974,83.54389974,1314.236145,54.23185229,1383.386841
